collection_date,variant_id,allpos_count
2021-01-01,Alpha,1735
2021-01-01,Beta,37
2021-01-01,Delta,4470
2021-01-01,Epsilon,71
2021-01-01,Eta,9
2021-01-01,Gamma,38
2021-01-01,Iota (E484K),37
2021-01-01,Iota (S477N),7
2021-01-01,Lambda,1
2021-01-01,Mu,1
2021-01-01,Omicron,27
2021-01-01,Other variant,1890
2021-01-01,Zeta,11
2021-01-02,Alpha,749
2021-01-02,Beta,32
2021-01-02,Delta,1
2021-01-02,Epsilon,22
2021-01-02,Gamma,1
2021-01-02,Iota (E484K),2
2021-01-02,Other variant,734
2021-01-02,Zeta,5
2021-01-03,Alpha,618
2021-01-03,Beta,18
2021-01-03,Epsilon,32
2021-01-03,Iota,2
2021-01-03,Iota (S477N),1
2021-01-03,Omicron,1
2021-01-03,Other variant,668
2021-01-03,Zeta,2
2021-01-04,Alpha,900
2021-01-04,Beta,24
2021-01-04,Epsilon,137
2021-01-04,Iota,2
2021-01-04,Iota (E484K),1
2021-01-04,Iota (S477N),2
2021-01-04,Other variant,1362
2021-01-04,Zeta,3
2021-01-05,Alpha,756
2021-01-05,Beta,30
2021-01-05,Epsilon,169
2021-01-05,Iota,3
2021-01-05,Iota (E484K),2
2021-01-05,Iota (S477N),1
2021-01-05,Other variant,1338
2021-01-05,Zeta,4
2021-01-06,Alpha,554
2021-01-06,Beta,14
2021-01-06,Delta,3
2021-01-06,Epsilon,100
2021-01-06,Eta,4
2021-01-06,Iota (E484K),1
2021-01-06,Iota (S477N),1
2021-01-06,Other variant,1216
2021-01-06,Zeta,4
2021-01-07,Alpha,626
2021-01-07,Beta,23
2021-01-07,Epsilon,73
2021-01-07,Iota,4
2021-01-07,Iota (E484K),4
2021-01-07,Iota (S477N),1
2021-01-07,Omicron,1
2021-01-07,Other variant,988
2021-01-07,Zeta,4
2021-01-08,Alpha,842
2021-01-08,Beta,35
2021-01-08,Epsilon,124
2021-01-08,Eta,1
2021-01-08,Other variant,912
2021-01-08,Zeta,4
2021-01-09,Alpha,849
2021-01-09,Beta,9
2021-01-09,Delta,27
2021-01-09,Epsilon,136
2021-01-09,Gamma,1
2021-01-09,Other variant,706
2021-01-09,Zeta,2
2021-01-10,Alpha,741
2021-01-10,Beta,6
2021-01-10,Epsilon,56
2021-01-10,Omicron,1
2021-01-10,Other variant,536
2021-01-10,Zeta,1
2021-01-11,Alpha,1014
2021-01-11,Beta,29
2021-01-11,Delta,2
2021-01-11,Epsilon,130
2021-01-11,Eta,1
2021-01-11,Gamma,2
2021-01-11,Omicron,1
2021-01-11,Other variant,1192
2021-01-11,Zeta,6
2021-01-12,Alpha,1111
2021-01-12,Beta,28
2021-01-12,Epsilon,113
2021-01-12,Iota (E484K),1
2021-01-12,Other variant,1211
2021-01-12,Zeta,2
2021-01-13,Alpha,858
2021-01-13,Beta,32
2021-01-13,Epsilon,82
2021-01-13,Eta,2
2021-01-13,Other variant,887
2021-01-13,Zeta,7
2021-01-14,Alpha,870
2021-01-14,Beta,22
2021-01-14,Delta,1
2021-01-14,Epsilon,122
2021-01-14,Eta,3
2021-01-14,Iota,1
2021-01-14,Other variant,828
2021-01-14,Zeta,1
2021-01-15,Alpha,1116
2021-01-15,Beta,17
2021-01-15,Epsilon,128
2021-01-15,Eta,3
2021-01-15,Other variant,923
2021-01-15,Zeta,1
2021-01-16,Alpha,864
2021-01-16,Beta,13
2021-01-16,Epsilon,140
2021-01-16,Iota (E484K),1
2021-01-16,Iota (S477N),1
2021-01-16,Other variant,650
2021-01-16,Zeta,1
2021-01-17,Alpha,722
2021-01-17,Beta,10
2021-01-17,Epsilon,55
2021-01-17,Eta,1
2021-01-17,Other variant,459
2021-01-17,Zeta,2
2021-01-18,Alpha,1278
2021-01-18,Beta,35
2021-01-18,Epsilon,95
2021-01-18,Eta,1
2021-01-18,Gamma,5
2021-01-18,Iota,1
2021-01-18,Other variant,991
2021-01-18,Zeta,4
2021-01-19,Alpha,897
2021-01-19,Beta,21
2021-01-19,Epsilon,105
2021-01-19,Eta,2
2021-01-19,Other variant,963
2021-01-19,Zeta,3
2021-01-20,Alpha,878
2021-01-20,Beta,5
2021-01-20,Epsilon,48
2021-01-20,Eta,3
2021-01-20,Gamma,1
2021-01-20,Iota (E484K),2
2021-01-20,Other variant,793
2021-01-20,Zeta,7
2021-01-21,Alpha,834
2021-01-21,Beta,52
2021-01-21,Epsilon,56
2021-01-21,Eta,1
2021-01-21,Gamma,1
2021-01-21,Iota,1
2021-01-21,Iota (E484K),1
2021-01-21,Other variant,766
2021-01-21,Zeta,9
2021-01-22,Alpha,974
2021-01-22,Beta,41
2021-01-22,Epsilon,39
2021-01-22,Eta,1
2021-01-22,Omicron,1
2021-01-22,Other variant,651
2021-01-22,Zeta,8
2021-01-23,Alpha,671
2021-01-23,Beta,16
2021-01-23,Epsilon,25
2021-01-23,Iota,1
2021-01-23,Iota (E484K),1
2021-01-23,Iota (S477N),1
2021-01-23,Other variant,440
2021-01-23,Zeta,2
2021-01-24,Alpha,629
2021-01-24,Beta,33
2021-01-24,Epsilon,39
2021-01-24,Iota,1
2021-01-24,Iota (E484K),1
2021-01-24,Other variant,486
2021-01-24,Zeta,3
2021-01-25,Alpha,1410
2021-01-25,Beta,22
2021-01-25,Epsilon,89
2021-01-25,Eta,2
2021-01-25,Iota,1
2021-01-25,Iota (E484K),1
2021-01-25,Iota (S477N),1
2021-01-25,Other variant,1190
2021-01-25,Zeta,11
2021-01-26,Alpha,1342
2021-01-26,Beta,11
2021-01-26,Epsilon,64
2021-01-26,Eta,4
2021-01-26,Gamma,7
2021-01-26,Iota,1
2021-01-26,Iota (E484K),3
2021-01-26,Iota (S477N),1
2021-01-26,Other variant,824
2021-01-26,Zeta,17
2021-01-27,Alpha,1536
2021-01-27,Beta,3
2021-01-27,Epsilon,75
2021-01-27,Eta,4
2021-01-27,Gamma,2
2021-01-27,Iota,3
2021-01-27,Iota (E484K),9
2021-01-27,Iota (S477N),3
2021-01-27,Other variant,832
2021-01-27,Zeta,9
2021-01-28,Alpha,1112
2021-01-28,Beta,4
2021-01-28,Epsilon,99
2021-01-28,Eta,1
2021-01-28,Gamma,2
2021-01-28,Iota,1
2021-01-28,Iota (E484K),2
2021-01-28,Iota (S477N),1
2021-01-28,Lambda,1
2021-01-28,Other variant,608
2021-01-28,Zeta,5
2021-01-29,Alpha,1376
2021-01-29,Beta,7
2021-01-29,Epsilon,69
2021-01-29,Eta,2
2021-01-29,Gamma,1
2021-01-29,Iota,9
2021-01-29,Iota (E484K),21
2021-01-29,Iota (S477N),7
2021-01-29,Other variant,585
2021-01-29,Zeta,9
2021-01-30,Alpha,1091
2021-01-30,Beta,5
2021-01-30,Epsilon,21
2021-01-30,Eta,1
2021-01-30,Iota (E484K),10
2021-01-30,Iota (S477N),10
2021-01-30,Lambda,4
2021-01-30,Other variant,415
2021-01-31,Alpha,957
2021-01-31,Beta,9
2021-01-31,Epsilon,43
2021-01-31,Iota,5
2021-01-31,Iota (E484K),15
2021-01-31,Iota (S477N),6
2021-01-31,Other variant,479
2021-01-31,Zeta,6
2021-02-01,Alpha,1112
2021-02-01,Beta,19
2021-02-01,Epsilon,115
2021-02-01,Eta,4
2021-02-01,Gamma,6
2021-02-01,Iota,2
2021-02-01,Iota (E484K),4
2021-02-01,Lambda,1
2021-02-01,Other variant,1100
2021-02-01,Zeta,12
2021-02-02,Alpha,966
2021-02-02,Beta,9
2021-02-02,Epsilon,183
2021-02-02,Eta,2
2021-02-02,Iota,5
2021-02-02,Iota (E484K),10
2021-02-02,Iota (S477N),2
2021-02-02,Lambda,2
2021-02-02,Other variant,826
2021-02-02,Zeta,3
2021-02-03,Alpha,900
2021-02-03,Beta,13
2021-02-03,Epsilon,133
2021-02-03,Eta,3
2021-02-03,Gamma,1
2021-02-03,Iota,10
2021-02-03,Iota (E484K),20
2021-02-03,Iota (S477N),6
2021-02-03,Other variant,700
2021-02-03,Zeta,9
2021-02-04,Alpha,890
2021-02-04,Beta,11
2021-02-04,Delta,2
2021-02-04,Epsilon,158
2021-02-04,Gamma,1
2021-02-04,Iota,5
2021-02-04,Iota (E484K),9
2021-02-04,Iota (S477N),6
2021-02-04,Other variant,573
2021-02-04,Zeta,13
2021-02-05,Alpha,970
2021-02-05,Beta,10
2021-02-05,Epsilon,87
2021-02-05,Iota,1
2021-02-05,Iota (E484K),8
2021-02-05,Iota (S477N),3
2021-02-05,Lambda,1
2021-02-05,Other variant,450
2021-02-05,Zeta,4
2021-02-06,Alpha,1098
2021-02-06,Beta,6
2021-02-06,Delta,1
2021-02-06,Epsilon,29
2021-02-06,Eta,1
2021-02-06,Gamma,3
2021-02-06,Iota,7
2021-02-06,Iota (E484K),28
2021-02-06,Iota (S477N),14
2021-02-06,Other variant,506
2021-02-06,Zeta,1
2021-02-07,Alpha,923
2021-02-07,Beta,9
2021-02-07,Epsilon,57
2021-02-07,Iota,2
2021-02-07,Iota (E484K),10
2021-02-07,Iota (S477N),1
2021-02-07,Other variant,386
2021-02-07,Zeta,4
2021-02-08,Alpha,1763
2021-02-08,Beta,7
2021-02-08,Epsilon,198
2021-02-08,Eta,8
2021-02-08,Gamma,2
2021-02-08,Iota,9
2021-02-08,Iota (E484K),37
2021-02-08,Iota (S477N),13
2021-02-08,Lambda,2
2021-02-08,Other variant,1057
2021-02-08,Zeta,12
2021-02-09,Alpha,1317
2021-02-09,Beta,10
2021-02-09,Delta,36
2021-02-09,Epsilon,233
2021-02-09,Eta,1
2021-02-09,Iota,6
2021-02-09,Iota (E484K),22
2021-02-09,Iota (S477N),15
2021-02-09,Lambda,2
2021-02-09,Other variant,794
2021-02-09,Zeta,9
2021-02-10,Alpha,1554
2021-02-10,Beta,9
2021-02-10,Delta,1
2021-02-10,Epsilon,134
2021-02-10,Eta,4
2021-02-10,Iota,1
2021-02-10,Iota (E484K),23
2021-02-10,Iota (S477N),11
2021-02-10,Other variant,796
2021-02-10,Zeta,12
2021-02-11,Alpha,1405
2021-02-11,Beta,8
2021-02-11,Epsilon,83
2021-02-11,Eta,3
2021-02-11,Iota,5
2021-02-11,Iota (E484K),11
2021-02-11,Iota (S477N),1
2021-02-11,Other variant,732
2021-02-11,Zeta,6
2021-02-12,Alpha,1252
2021-02-12,Beta,12
2021-02-12,Epsilon,94
2021-02-12,Eta,4
2021-02-12,Gamma,1
2021-02-12,Iota,1
2021-02-12,Iota (E484K),6
2021-02-12,Iota (S477N),5
2021-02-12,Other variant,615
2021-02-12,Zeta,4
2021-02-13,Alpha,1042
2021-02-13,Beta,3
2021-02-13,Epsilon,100
2021-02-13,Eta,3
2021-02-13,Gamma,1
2021-02-13,Iota,14
2021-02-13,Iota (E484K),39
2021-02-13,Iota (S477N),20
2021-02-13,Lambda,5
2021-02-13,Other variant,640
2021-02-13,Zeta,5
2021-02-14,Alpha,1275
2021-02-14,Beta,4
2021-02-14,Epsilon,84
2021-02-14,Eta,4
2021-02-14,Gamma,2
2021-02-14,Iota,1
2021-02-14,Iota (E484K),12
2021-02-14,Iota (S477N),9
2021-02-14,Other variant,483
2021-02-14,Zeta,6
2021-02-15,Alpha,1522
2021-02-15,Beta,6
2021-02-15,Epsilon,156
2021-02-15,Eta,7
2021-02-15,Iota,7
2021-02-15,Iota (E484K),23
2021-02-15,Iota (S477N),15
2021-02-15,Lambda,1
2021-02-15,Other variant,758
2021-02-15,Zeta,3
2021-02-16,Alpha,1299
2021-02-16,Beta,17
2021-02-16,Epsilon,113
2021-02-16,Eta,5
2021-02-16,Gamma,1
2021-02-16,Iota,17
2021-02-16,Iota (E484K),48
2021-02-16,Iota (S477N),22
2021-02-16,Other variant,811
2021-02-16,Zeta,7
2021-02-17,Alpha,991
2021-02-17,Beta,18
2021-02-17,Epsilon,130
2021-02-17,Eta,5
2021-02-17,Gamma,1
2021-02-17,Iota,4
2021-02-17,Iota (E484K),15
2021-02-17,Iota (S477N),16
2021-02-17,Lambda,4
2021-02-17,Other variant,750
2021-02-17,Zeta,7
2021-02-18,Alpha,938
2021-02-18,Beta,9
2021-02-18,Epsilon,111
2021-02-18,Eta,4
2021-02-18,Gamma,1
2021-02-18,Iota,2
2021-02-18,Iota (E484K),9
2021-02-18,Iota (S477N),3
2021-02-18,Other variant,492
2021-02-19,Alpha,890
2021-02-19,Beta,16
2021-02-19,Delta,1
2021-02-19,Epsilon,92
2021-02-19,Eta,1
2021-02-19,Gamma,1
2021-02-19,Iota,5
2021-02-19,Iota (E484K),15
2021-02-19,Iota (S477N),10
2021-02-19,Other variant,578
2021-02-19,Zeta,6
2021-02-20,Alpha,927
2021-02-20,Beta,4
2021-02-20,Delta,1
2021-02-20,Epsilon,95
2021-02-20,Eta,6
2021-02-20,Iota,3
2021-02-20,Iota (E484K),15
2021-02-20,Iota (S477N),7
2021-02-20,Omicron,1
2021-02-20,Other variant,512
2021-02-20,Zeta,8
2021-02-21,Alpha,1275
2021-02-21,Beta,14
2021-02-21,Epsilon,85
2021-02-21,Eta,3
2021-02-21,Gamma,1
2021-02-21,Iota (E484K),13
2021-02-21,Iota (S477N),4
2021-02-21,Other variant,435
2021-02-21,Zeta,4
2021-02-22,Alpha,1697
2021-02-22,Beta,9
2021-02-22,Delta,1
2021-02-22,Epsilon,170
2021-02-22,Eta,7
2021-02-22,Iota,8
2021-02-22,Iota (E484K),44
2021-02-22,Iota (S477N),19
2021-02-22,Kappa,1
2021-02-22,Lambda,1
2021-02-22,Other variant,873
2021-02-22,Zeta,6
2021-02-23,Alpha,1248
2021-02-23,Beta,12
2021-02-23,Delta,1
2021-02-23,Epsilon,162
2021-02-23,Eta,9
2021-02-23,Iota,14
2021-02-23,Iota (E484K),49
2021-02-23,Iota (S477N),20
2021-02-23,Lambda,1
2021-02-23,Other variant,774
2021-02-23,Zeta,2
2021-02-24,Alpha,1022
2021-02-24,Beta,14
2021-02-24,Epsilon,213
2021-02-24,Eta,11
2021-02-24,Gamma,1
2021-02-24,Iota,4
2021-02-24,Iota (E484K),30
2021-02-24,Iota (S477N),24
2021-02-24,Other variant,957
2021-02-24,Zeta,16
2021-02-25,Alpha,1639
2021-02-25,Beta,17
2021-02-25,Epsilon,135
2021-02-25,Eta,12
2021-02-25,Gamma,1
2021-02-25,Iota,3
2021-02-25,Iota (E484K),38
2021-02-25,Iota (S477N),22
2021-02-25,Other variant,720
2021-02-25,Zeta,7
2021-02-26,Alpha,1143
2021-02-26,Beta,21
2021-02-26,Epsilon,87
2021-02-26,Eta,8
2021-02-26,Iota,9
2021-02-26,Iota (E484K),55
2021-02-26,Iota (S477N),35
2021-02-26,Kappa,2
2021-02-26,Other variant,644
2021-02-26,Zeta,5
2021-02-27,Alpha,839
2021-02-27,Beta,19
2021-02-27,Epsilon,104
2021-02-27,Eta,7
2021-02-27,Gamma,1
2021-02-27,Iota,10
2021-02-27,Iota (E484K),41
2021-02-27,Iota (S477N),24
2021-02-27,Lambda,1
2021-02-27,Other variant,414
2021-02-27,Zeta,1
2021-02-28,Alpha,880
2021-02-28,Beta,6
2021-02-28,Epsilon,57
2021-02-28,Eta,6
2021-02-28,Iota,12
2021-02-28,Iota (E484K),42
2021-02-28,Iota (S477N),24
2021-02-28,Other variant,396
2021-02-28,Zeta,1
2021-03-01,Alpha,1455
2021-03-01,Beta,27
2021-03-01,Epsilon,162
2021-03-01,Eta,12
2021-03-01,Gamma,5
2021-03-01,Iota,12
2021-03-01,Iota (E484K),47
2021-03-01,Iota (S477N),38
2021-03-01,Other variant,917
2021-03-01,Theta,1
2021-03-01,Zeta,7
2021-03-02,Alpha,1555
2021-03-02,Beta,20
2021-03-02,Epsilon,207
2021-03-02,Eta,10
2021-03-02,Gamma,9
2021-03-02,Iota,13
2021-03-02,Iota (E484K),66
2021-03-02,Iota (S477N),24
2021-03-02,Kappa,1
2021-03-02,Other variant,1045
2021-03-02,Zeta,7
2021-03-03,Alpha,1562
2021-03-03,Beta,16
2021-03-03,Epsilon,186
2021-03-03,Eta,9
2021-03-03,Gamma,7
2021-03-03,Iota,6
2021-03-03,Iota (E484K),59
2021-03-03,Iota (S477N),60
2021-03-03,Lambda,2
2021-03-03,Other variant,1261
2021-03-03,Theta,2
2021-03-03,Zeta,12
2021-03-04,Alpha,1457
2021-03-04,Beta,22
2021-03-04,Epsilon,254
2021-03-04,Eta,5
2021-03-04,Gamma,8
2021-03-04,Iota,12
2021-03-04,Iota (E484K),53
2021-03-04,Iota (S477N),36
2021-03-04,Kappa,2
2021-03-04,Lambda,2
2021-03-04,Other variant,949
2021-03-04,Zeta,8
2021-03-05,Alpha,1241
2021-03-05,Beta,19
2021-03-05,Epsilon,116
2021-03-05,Eta,4
2021-03-05,Gamma,8
2021-03-05,Iota,7
2021-03-05,Iota (E484K),50
2021-03-05,Iota (S477N),15
2021-03-05,Other variant,691
2021-03-05,Zeta,6
2021-03-06,Alpha,891
2021-03-06,Beta,13
2021-03-06,Epsilon,140
2021-03-06,Eta,7
2021-03-06,Gamma,5
2021-03-06,Iota,3
2021-03-06,Iota (E484K),37
2021-03-06,Iota (S477N),24
2021-03-06,Kappa,1
2021-03-06,Lambda,1
2021-03-06,Other variant,471
2021-03-06,Zeta,7
2021-03-07,Alpha,963
2021-03-07,Beta,17
2021-03-07,Epsilon,125
2021-03-07,Eta,9
2021-03-07,Gamma,4
2021-03-07,Iota,7
2021-03-07,Iota (E484K),46
2021-03-07,Iota (S477N),24
2021-03-07,Kappa,1
2021-03-07,Other variant,597
2021-03-07,Zeta,2
2021-03-08,Alpha,1764
2021-03-08,Beta,44
2021-03-08,Epsilon,164
2021-03-08,Eta,12
2021-03-08,Gamma,14
2021-03-08,Iota,12
2021-03-08,Iota (E484K),93
2021-03-08,Iota (S477N),37
2021-03-08,Lambda,4
2021-03-08,Other variant,1150
2021-03-08,Zeta,14
2021-03-09,Alpha,1525
2021-03-09,Beta,53
2021-03-09,Delta,34
2021-03-09,Epsilon,141
2021-03-09,Eta,12
2021-03-09,Gamma,14
2021-03-09,Iota,25
2021-03-09,Iota (E484K),84
2021-03-09,Iota (S477N),54
2021-03-09,Kappa,2
2021-03-09,Other variant,1052
2021-03-09,Zeta,15
2021-03-10,Alpha,1722
2021-03-10,Beta,22
2021-03-10,Epsilon,137
2021-03-10,Eta,18
2021-03-10,Gamma,13
2021-03-10,Iota,18
2021-03-10,Iota (E484K),100
2021-03-10,Iota (S477N),56
2021-03-10,Kappa,2
2021-03-10,Lambda,4
2021-03-10,Other variant,1156
2021-03-10,Zeta,7
2021-03-11,Alpha,1742
2021-03-11,Beta,35
2021-03-11,Epsilon,191
2021-03-11,Eta,20
2021-03-11,Gamma,16
2021-03-11,Iota,11
2021-03-11,Iota (E484K),71
2021-03-11,Iota (S477N),44
2021-03-11,Lambda,2
2021-03-11,Other variant,963
2021-03-11,Zeta,12
2021-03-12,Alpha,1816
2021-03-12,Beta,38
2021-03-12,Epsilon,189
2021-03-12,Eta,9
2021-03-12,Gamma,38
2021-03-12,Iota,22
2021-03-12,Iota (E484K),116
2021-03-12,Iota (S477N),81
2021-03-12,Kappa,2
2021-03-12,Lambda,6
2021-03-12,Mu,1
2021-03-12,Other variant,1273
2021-03-12,Zeta,14
2021-03-13,Alpha,1528
2021-03-13,Beta,29
2021-03-13,Delta,1
2021-03-13,Epsilon,150
2021-03-13,Eta,14
2021-03-13,Gamma,19
2021-03-13,Iota,17
2021-03-13,Iota (E484K),109
2021-03-13,Iota (S477N),73
2021-03-13,Lambda,7
2021-03-13,Other variant,931
2021-03-13,Zeta,10
2021-03-14,Alpha,1538
2021-03-14,Beta,19
2021-03-14,Epsilon,142
2021-03-14,Eta,7
2021-03-14,Gamma,15
2021-03-14,Iota,10
2021-03-14,Iota (E484K),112
2021-03-14,Iota (S477N),34
2021-03-14,Kappa,1
2021-03-14,Lambda,3
2021-03-14,Other variant,710
2021-03-14,Zeta,11
2021-03-15,Alpha,2171
2021-03-15,Beta,22
2021-03-15,Epsilon,201
2021-03-15,Eta,15
2021-03-15,Gamma,42
2021-03-15,Iota,12
2021-03-15,Iota (E484K),145
2021-03-15,Iota (S477N),80
2021-03-15,Kappa,3
2021-03-15,Lambda,26
2021-03-15,Other variant,1088
2021-03-15,Zeta,11
2021-03-16,Alpha,2051
2021-03-16,Beta,40
2021-03-16,Delta,2
2021-03-16,Epsilon,256
2021-03-16,Eta,11
2021-03-16,Gamma,43
2021-03-16,Iota,14
2021-03-16,Iota (E484K),136
2021-03-16,Iota (S477N),63
2021-03-16,Kappa,2
2021-03-16,Lambda,7
2021-03-16,Mu,1
2021-03-16,Other variant,1114
2021-03-16,Zeta,16
2021-03-17,Alpha,1714
2021-03-17,Beta,34
2021-03-17,Delta,1
2021-03-17,Epsilon,185
2021-03-17,Eta,12
2021-03-17,Gamma,16
2021-03-17,Iota,13
2021-03-17,Iota (E484K),151
2021-03-17,Iota (S477N),69
2021-03-17,Kappa,1
2021-03-17,Lambda,3
2021-03-17,Other variant,958
2021-03-17,Zeta,12
2021-03-18,Alpha,1961
2021-03-18,Beta,38
2021-03-18,Delta,1
2021-03-18,Epsilon,192
2021-03-18,Eta,13
2021-03-18,Gamma,29
2021-03-18,Iota,6
2021-03-18,Iota (E484K),119
2021-03-18,Iota (S477N),65
2021-03-18,Kappa,2
2021-03-18,Lambda,2
2021-03-18,Mu,1
2021-03-18,Other variant,950
2021-03-18,Theta,1
2021-03-18,Zeta,15
2021-03-19,Alpha,1771
2021-03-19,Beta,19
2021-03-19,Epsilon,186
2021-03-19,Eta,7
2021-03-19,Gamma,41
2021-03-19,Iota,8
2021-03-19,Iota (E484K),101
2021-03-19,Iota (S477N),57
2021-03-19,Kappa,2
2021-03-19,Lambda,2
2021-03-19,Mu,1
2021-03-19,Other variant,823
2021-03-19,Zeta,17
2021-03-20,Alpha,1554
2021-03-20,Beta,21
2021-03-20,Delta,1
2021-03-20,Epsilon,150
2021-03-20,Eta,16
2021-03-20,Gamma,27
2021-03-20,Iota,9
2021-03-20,Iota (E484K),113
2021-03-20,Iota (S477N),89
2021-03-20,Kappa,3
2021-03-20,Lambda,1
2021-03-20,Other variant,701
2021-03-20,Zeta,9
2021-03-21,Alpha,1610
2021-03-21,Beta,31
2021-03-21,Delta,1
2021-03-21,Epsilon,142
2021-03-21,Eta,16
2021-03-21,Gamma,43
2021-03-21,Iota,10
2021-03-21,Iota (E484K),130
2021-03-21,Iota (S477N),101
2021-03-21,Kappa,3
2021-03-21,Other variant,619
2021-03-21,Zeta,7
2021-03-22,Alpha,2243
2021-03-22,Beta,31
2021-03-22,Epsilon,193
2021-03-22,Eta,9
2021-03-22,Gamma,37
2021-03-22,Iota,15
2021-03-22,Iota (E484K),142
2021-03-22,Iota (S477N),72
2021-03-22,Kappa,1
2021-03-22,Lambda,3
2021-03-22,Mu,1
2021-03-22,Other variant,880
2021-03-22,Zeta,10
2021-03-23,Alpha,2027
2021-03-23,Beta,24
2021-03-23,Delta,3
2021-03-23,Epsilon,144
2021-03-23,Eta,7
2021-03-23,Gamma,38
2021-03-23,Iota,15
2021-03-23,Iota (E484K),108
2021-03-23,Iota (S477N),82
2021-03-23,Kappa,3
2021-03-23,Lambda,4
2021-03-23,Mu,1
2021-03-23,Other variant,785
2021-03-23,Zeta,11
2021-03-24,Alpha,2118
2021-03-24,Beta,38
2021-03-24,Delta,2
2021-03-24,Epsilon,228
2021-03-24,Eta,11
2021-03-24,Gamma,63
2021-03-24,Iota,6
