collection_date,allpos_count
2020-03-23,2819
2020-07-08,1277
2020-11-06,3053
2021-12-21,34646
2020-03-16,2187
2021-11-15,32126
2020-06-27,625
2021-03-19,11565
2021-01-30,5780
2021-09-06,23007
2020-12-28,9647
2021-08-07,21543
2020-05-08,931
2020-04-23,1478
2020-07-06,1297
2020-09-27,1142
2022-01-27,30456
2020-12-20,2917
2020-11-03,2995
2021-01-10,4170
2021-08-11,24117
2022-03-17,12056
2021-04-23,13393
2020-07-15,1663
2021-07-18,10251
2022-02-20,16659
2021-02-27,6066
2021-01-20,7872
2020-02-02,56
2020-09-16,2147
2021-10-15,19160
2021-07-27,25296
2021-12-04,22081
2020-05-27,837
2021-09-01,36899
2021-06-26,8084
2020-06-21,789
2021-09-29,23793
2022-03-15,12174
2021-03-22,21312
2020-04-12,1231
2020-04-21,1608
2021-08-06,25981
2021-06-07,13777
2020-02-13,24
2022-02-10,27323
2022-03-23,760
2022-03-18,10395
2021-05-10,18646
2021-10-20,21447
2021-06-17,7934
2020-09-01,2477
2022-02-22,27228
2020-09-06,398
2021-11-13,18764
2020-06-02,792
2020-01-28,37
2020-08-02,875
2020-03-09,1001
2021-09-27,25955
2021-12-30,40103
2021-04-25,6972
2020-02-01,99
2021-11-07,16827
2021-05-02,6960
2021-07-15,15732
2021-03-17,13009
2020-12-02,3360
2021-01-08,6107
2021-05-27,8662
2020-05-02,883
2021-08-08,17026
2020-07-31,1343
2021-12-28,41136
2021-08-27,26449
2021-12-05,20496
2021-07-10,9349
2022-02-12,21882
2022-02-21,33856
2020-03-25,2739
2020-05-13,980
2022-02-06,22769
2022-03-26,2
2021-05-15,6873
2021-06-28,12999
2020-09-20,854
2021-01-27,9655
2021-03-14,7172
2021-05-28,8014
2021-08-04,28067
2020-06-22,1104
2020-12-31,4157
2021-11-16,29758
2020-12-26,4086
2021-04-27,16036
2021-10-13,19669
2021-05-09,5962
2021-01-15,8297
2021-11-12,24204
2021-04-08,14831
2020-08-24,1588
2022-03-12,10926
2020-02-23,43
2021-07-09,13185
2020-06-09,898
2020-10-17,1545
2021-12-12,18018
2022-01-14,33924
2020-11-20,2640
2020-10-16,2189
2021-02-05,7117
2020-10-04,848
2021-07-30,24058
2021-04-26,20734
2022-01-16,21052
2021-06-29,14403
2021-11-27,17752
2022-01-06,34424
2022-03-10,13672
2021-09-25,11884
2022-01-29,21520
2021-06-12,4231
2021-08-19,32837
2020-07-22,1515
2021-04-07,15268
2021-11-02,26946
2020-08-16,609
2021-08-17,34458
2021-12-27,45785
2021-05-23,4267
2022-01-04,49518
2021-01-05,7938
2020-12-30,4904
2021-10-18,25582
2020-12-05,1594
2021-05-20,9370
2020-03-07,411
2020-05-30,434
2020-07-18,1141
2020-11-30,6394
2020-05-23,463
2020-03-17,2115
2022-01-31,42670
2020-03-30,3033
2020-09-19,948
2021-04-10,10455
2022-03-06,14601
2021-03-29,20859
2022-03-09,19404
2020-08-13,1348
2020-08-25,1278
2020-01-29,62
2020-04-03,2444
2021-05-04,13663
2020-03-18,2212
2020-10-09,2055
2021-01-19,9294
2020-05-03,729
2021-01-16,5837
2021-09-16,22658
2020-09-09,1997
2021-10-02,12613
2020-05-05,1137
2020-09-24,2909
2021-03-27,9024
2021-12-11,18821
2020-01-19,5
2020-12-29,6583
2021-01-29,8911
2021-07-26,26343
2020-02-28,181
2021-06-18,8812
2021-09-23,20286
2020-10-25,935
2021-04-12,21190
2021-06-16,8957
2020-10-05,3129
2020-09-14,2011
2021-01-01,67939
2021-11-25,18294
2022-01-11,40372
2020-06-14,712
2021-03-28,7595
2020-08-30,847
2020-12-25,1659
2021-08-15,18376
2020-01-21,13
2020-01-31,36
2020-05-04,1387
2021-02-22,15057
2020-03-20,2209
2020-06-16,1700
2021-11-21,17549
2022-03-11,12725
2020-05-11,1057
2020-10-01,3728
2020-06-07,509
2021-06-14,9568
2020-08-28,1234
2020-10-08,2321
2021-05-05,13688
2020-02-17,57
2021-08-14,19470
2021-05-06,12761
2021-09-30,20882
2021-09-15,22559
2021-09-17,22499
2020-07-14,1572
2020-05-31,372
2020-09-15,1290
2021-10-28,23654
2022-01-02,28106
2020-07-25,930
2021-10-30,16041
2021-12-14,35520
2020-07-05,607
2020-12-13,2596
2020-03-29,1905
2021-05-30,4984
2021-03-13,8250
2020-04-26,827
2020-09-11,1295
2021-02-10,10222
2022-01-30,22572
2021-08-02,27743
2020-07-07,1343
2020-11-23,5153
2022-02-03,32300
2020-07-13,1581
2021-04-15,14410
2020-09-02,1277
2021-06-04,8996
2022-03-20,6194
2020-11-11,3482
2020-02-19,35
2021-05-21,8816
2021-08-26,27170
2020-02-12,12
2020-05-20,848
2021-05-31,11837
2021-08-31,34364
2020-04-15,1814
2020-07-11,744
2021-05-08,7786
2021-08-01,29050
2022-02-08,33968
2022-03-01,19591
2021-02-12,8962
2022-01-13,34118
2020-07-10,1269
2020-12-10,5017
2021-04-21,14185
2020-07-24,1305
2020-06-03,737
2021-07-17,11273
2020-05-06,1051
2021-01-28,8842
2021-03-21,8673
2021-08-29,14245
2022-03-05,14282
2020-04-14,1913
2021-02-17,9589
2022-01-09,18688
2022-03-21,7052
2021-04-14,15120
2020-01-18,7
2020-07-12,690
2020-04-27,1530
2021-10-11,22783
2021-01-06,5685
2021-03-03,12180
2021-07-22,20861
2021-11-20,18969
2021-12-08,29838
2020-09-30,1589
2021-09-21,25112
2020-08-26,1576
2020-12-03,2988
2021-11-18,25633
2021-04-06,15423
2021-03-23,14764
2021-10-29,21066
2020-09-08,1281
2021-05-29,5685
2022-01-23,21235
2020-04-25,913
2021-01-03,4851
2020-11-09,5008
2022-01-21,32175
2021-02-08,13542
2021-03-11,12563
2022-02-15,30703
2020-03-26,2791
2020-02-15,47
2020-05-15,1103
2020-12-19,3192
2020-04-17,1718
2020-01-26,52
2020-03-04,461
2020-04-29,1426
2020-11-14,3419
2020-02-03,41
2020-11-16,4522
2021-10-05,24074
2020-12-24,3247
2021-02-07,4691
2021-06-23,10187
2020-03-06,451
2020-08-17,1819
2022-01-22,22892
2020-11-27,2404
2021-03-02,12737
2021-08-03,29505
2021-11-28,19486
2020-08-18,1347
2021-09-03,25277
2020-04-24,1375
2021-05-12,11285
2021-10-09,14764
2020-10-10,1117
2020-11-04,4061
2021-05-26,9715
2021-10-06,21409
2021-12-10,26009
2020-07-02,1468
2020-05-24,424
2021-04-16,14095
2021-04-24,8650
2020-06-19,1379
2020-03-24,2743
2020-10-26,4878
2020-07-17,1585
2020-06-20,827
2020-10-07,2478
2020-06-11,1158
2020-07-29,1489
2021-12-07,33392
2020-02-26,89
2021-04-29,14176
2021-08-21,19784
2022-03-14,19106
2020-02-22,56
2020-09-28,1705
2020-12-27,3796
2020-03-02,337
2020-05-07,1046
2020-04-19,884
2021-09-24,21787
2021-10-10,13443
2020-03-08,452
2021-06-02,9507
2021-12-02,29116
2020-01-24,32
2020-07-01,2365
2021-02-03,8609
2021-04-30,14152
2020-09-23,1751
2021-06-08,10503
2020-03-31,2718
2020-08-06,1458
2021-02-06,5104
2021-04-20,15437
2020-11-19,2259
2022-03-08,17310
2020-02-18,26
2020-02-24,73
2020-06-15,1348
2021-10-04,25488
2021-12-19,19065
2020-05-21,798
2020-02-05,42
2020-02-07,28
2021-11-03,28500
2021-01-21,7356
2021-08-25,27311
2020-10-22,3435
2021-07-25,14857
2020-11-15,2109
2020-01-27,35
2020-05-19,1126
2020-09-18,1543
2021-01-23,4571
2021-04-19,19796
2021-12-22,34848
2020-01-23,29
2021-06-06,5837
2022-01-15,23777
2020-02-04,31
2020-06-01,1646
2022-02-09,27790
2021-12-06,42729
2021-09-28,23747
2020-04-02,2399
2020-10-20,2893
2020-04-20,1874
2021-04-05,17399
2020-02-06,31
2020-10-28,1789
2021-02-13,5626
2020-08-14,1245
2021-03-20,8930
2021-07-19,22406
2021-12-20,39107
2020-09-10,2144
2021-06-13,3546
2020-09-21,2698
2020-12-11,4557
2022-03-03,17623
2021-11-23,27099
2021-07-11,8969
2021-09-22,18630
2020-11-24,3308
2021-07-21,20465
2020-08-08,751
2021-05-22,5519
2021-06-27,6943
2021-07-14,15640
2022-01-20,32695
2021-07-12,17229
2020-04-11,1636
2020-09-25,1595
2021-05-16,5239
2020-11-28,1469
2020-11-21,1758
2021-11-19,22873
2020-09-29,1592
2021-01-02,4910
2020-06-06,424
2021-09-10,26168
2021-01-11,12641
2021-09-11,15934
2021-12-25,10090
2020-02-29,147
2021-02-14,5240
2021-07-03,7707
2020-10-14,2316
2020-12-07,7705
2021-03-18,13948
2021-05-13,9579
2020-12-15,5693
2021-02-04,7931
2021-04-03,9148
2020-01-10,27
2020-08-15,834
2021-07-13,16955
2021-01-18,12991
2021-07-29,26070
2020-01-30,61
2020-12-01,5720
2020-01-20,8
2021-11-30,34232
2022-01-26,30674
2020-08-19,1277
2020-03-28,2191
2020-11-25,2615
2020-12-21,8561
2021-12-09,27122
2020-10-03,1385
2021-01-26,9406
2020-10-12,3540
2021-06-15,9081
2021-06-21,10563
2020-03-11,1066
2021-09-14,25769
2021-08-18,35107
2020-11-13,3885
2020-07-20,1644
2021-02-15,13913
2020-10-24,1686
2021-12-16,29329
2020-01-01,5322
2021-03-05,10447
2022-03-25,6
2020-08-23,547
2022-03-07,26952
2021-04-11,8070
2020-12-04,2671
2020-02-16,36
2020-05-28,642
2020-04-30,1443
2021-04-02,11523
2021-09-18,14192
2021-09-19,13558
2021-11-10,28945
2020-07-26,639
2022-02-07,40757
2022-03-28,1
2020-05-14,1110
2020-06-05,675
2020-07-28,1436
2020-03-22,1913
2020-10-13,1984
2021-03-01,23244
2020-05-12,943
2020-12-09,3959
2021-11-29,42126
2020-01-16,4
2021-11-08,33400
2022-02-02,32566
2021-10-23,16873
2021-04-09,14434
2020-04-06,2551
2020-06-18,1324
2021-04-13,16871
2021-11-14,15070
2020-04-08,2218
2020-06-10,893
2021-05-18,11926
2021-07-07,16190
2020-07-09,1153
2021-08-05,27856
2020-08-12,1343
2021-08-12,26174
2021-10-21,21319
2020-08-09,850
2021-09-09,27716
2022-01-03,51318
2020-01-22,39
2022-03-16,11329
2020-04-05,1510
2021-08-20,27895
2021-05-03,20113
2021-10-17,12041
2022-01-18,44065
2020-06-24,1317
2021-01-13,7142
2021-02-23,10370
2021-11-26,24751
2020-02-14,26
2020-05-29,648
2021-10-31,16196
2020-07-21,1596
2021-02-25,11394
2021-07-28,24671
2021-10-08,19791
2020-05-01,2139
2021-06-09,8818
2022-02-23,23779
2020-02-10,29
2020-10-11,1165
2021-11-09,29235
2020-06-26,1090
2021-02-19,8968
2022-01-12,35208
2020-01-17,4
2021-02-16,10958
2020-09-07,1385
2021-02-02,9478
2021-09-07,32355
2020-06-08,993
2020-11-01,5049
2022-01-17,43810
2020-02-20,46
2021-01-24,3991
2020-09-12,516
2021-03-04,10368
2021-08-28,17579
2021-11-11,24598
2020-04-13,2127
2022-01-05,39201
2022-01-25,35004
2022-02-27,11314
2020-03-12,1268
2021-07-04,8147
2021-08-30,30969
2022-02-24,17106
2021-09-26,11847
2022-03-22,3097
2021-02-21,5771
2020-07-03,1141
2021-10-16,12786
2021-03-09,13507
2021-05-17,17892
2021-05-24,14095
2021-06-05,6882
2020-06-25,1100
2021-03-16,15877
2020-12-08,3192
2021-10-26,25627
2021-03-30,16824
2021-07-08,13531
2021-12-18,23744
2021-09-08,28529
2020-05-17,533
2020-07-30,1473
2020-03-27,2816
2020-03-19,2123
2021-01-04,13250
2022-03-02,19735
2020-11-08,2979
2020-12-16,5242
2022-03-04,16964
2020-03-10,928
2021-06-20,4879
2021-11-22,34027
2021-12-13,35806
2020-08-04,1340
2020-04-01,4800
2020-09-04,1176
2021-07-31,17389
2022-02-16,25686
2020-12-18,4607
2020-03-01,1963
2021-07-05,14775
2022-03-13,13366
2020-06-28,599
2020-10-15,3130
2020-04-22,1583
2021-07-23,19679
2020-02-25,80
2020-04-18,1205
2021-10-25,27221
2022-01-19,39225
2022-02-19,18537
2021-08-10,31123
2020-08-31,2157
2020-10-06,2666
2022-02-05,22727
2021-02-11,9297
2020-11-10,3060
2021-06-01,17091
2022-01-07,31970
2020-06-29,1356
2022-01-01,65506
2021-01-25,13241
2020-04-28,1335
2021-07-01,18072
2022-02-28,21784
2021-08-09,27161
2021-11-06,17067
2020-11-26,1861
2021-01-22,7344
2020-07-19,887
2020-08-05,1337
2020-08-22,640
2021-03-12,12250
2021-06-11,6975
2021-06-24,9124
2021-10-27,24003
2020-11-22,2141
2020-04-04,1756
2020-04-10,1923
2020-02-08,40
2020-07-04,823
2020-09-05,634
2020-09-17,1271
2020-11-07,2224
2021-12-17,27216
2022-01-08,22245
2021-02-01,18473
2020-12-23,3594
2021-01-14,7886
2020-07-16,1369
2021-07-16,16924
2020-08-03,1568
2020-10-29,2670
2021-10-07,22857
2022-01-24,40440
2020-01-14,4
2020-01-11,3
2021-02-28,5694
2021-11-05,25405
2021-01-07,6116
2020-12-14,10731
2020-08-21,1253
2020-10-21,3619
2020-12-12,2958
2021-01-17,4831
2021-01-12,8625
2021-05-14,9801
2020-03-21,1812
2020-02-09,38
2022-02-04,27620
2021-10-12,24224
2020-10-31,1412
2020-11-12,3929
2020-03-03,416
2020-12-06,1638
2021-06-22,11417
2020-01-03,10
2020-03-13,1411
2020-08-11,1539
2021-03-24,14303
2021-06-03,9233
2021-11-24,25062
2020-02-27,122
2021-12-01,38262
2022-02-01,35612
2022-02-13,18778
2022-02-14,38133
2020-03-05,481
2020-01-25,49
2021-04-17,9391
2021-06-25,8199
2020-05-10,516
2021-04-28,14188
2021-12-29,42937
2022-03-19,9824
2021-10-01,24178
2022-02-25,16123
2020-04-07,2181
2020-06-13,852
2021-03-15,19922
2020-04-09,1873
2020-05-16,570
2020-06-30,1265
2021-06-19,5072
2020-12-17,4767
2022-02-18,22951
2020-10-18,1059
2020-05-18,1226
2021-01-09,5613
2021-10-19,25268
2022-02-26,12900
2021-11-17,27291
2021-04-22,14142
2020-01-09,2
2021-02-20,5985
2020-11-29,1329
2020-06-04,729
2021-08-22,14535
2020-05-22,848
2021-05-25,10688
2022-02-17,26910
2020-08-01,2616
2021-04-18,7055
2020-05-25,675
2021-04-04,7878
2021-12-31,21843
2021-08-13,23525
2021-09-13,29313
2020-02-21,59
2020-01-15,4
2021-03-08,17557
2020-08-27,1323
2020-10-02,1701
2021-05-01,14918
2021-11-01,36984
2020-06-12,1036
2020-04-16,1728
2021-07-24,16249
2021-12-03,26727
2020-01-13,3
2020-11-05,3699
2020-10-30,2630
2021-07-02,10652
2020-07-27,1875
2020-10-27,2374
2020-11-17,3023
2022-03-27,4
2020-08-10,1830
2021-01-31,4720
2021-08-16,32668
2020-10-23,2292
2021-06-30,12085
2021-05-19,10582
2021-03-07,5676
2020-02-11,24
2020-07-23,1459
2021-03-31,14933
2020-08-29,768
2020-05-26,799
2021-03-26,13253
2020-09-26,766
2021-11-04,26468
2021-02-24,10911
2020-12-22,4112
2020-06-23,1207
2021-05-07,12157
2021-08-23,30768
2021-05-11,12860
2021-04-01,23324
2020-10-19,3160
2022-01-28,26005
2020-08-07,1259
2020-01-05,1
2020-11-02,5849
2021-09-12,14711
2021-12-26,22092
2021-03-06,6576
2021-03-10,13469
2022-02-11,25791
2021-10-14,20261
2021-09-02,27571
2021-02-26,9789
2020-06-17,1213
2020-03-14,1308
2021-12-24,16550
2020-05-09,689
2021-07-06,14059
2021-09-04,16851
2020-01-08,3
2021-09-20,26147
2022-03-24,238
2021-03-25,14518
2021-02-18,9028
2020-03-15,1591
2020-08-20,1418
2020-09-13,442
2022-01-10,43773
2021-02-09,10235
2021-10-24,14117
2021-10-03,13058
2021-12-15,33806
2020-11-18,3918
2021-08-24,32592
2021-07-20,24549
2021-09-05,13684
2021-06-10,7470
2021-12-23,30703
2020-09-22,1341
2020-09-03,1358
2021-10-22,21271
